id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
236919,2,1870,"Deutsch-Französischer Krieg (1870-1871),Wilhelm I.,Deutscher Kaiser,Frankfurter Friede (1871),Friedensvertrag,Medaille",X 4296,"Medaille auf den Frankfurter Friedensvertrag vom 10.05.1871, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), 1871","Drentwett, Carl; Medailleur
 ",Medailleur,"3,98 cm",,"32,6 g",Bronze,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 271, lfd. Nr. 2939. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 21",1871,"Vs: Umschrift unter Stab- und Perlrand: WILHELM DEUTSCHER = KAISER KÖN. v. PREUSSEN 
Brustbild des Kaisers in Uniform mit Ordensschmuck nach halbrechts. 
Unten links am Perlrand: BREHMER F. 

Rs: Umschrift oben unter Stab- und Perlrand: DEM SIEGREICHEN DEUTSCHEN HEERE 
In der Mitte Säule aus zusammengestellten Gewehren, umwunden von einer Lorbeergirlande, obenauf die Kaiserkrone. Unten, hinter Armaturen, Fahnen und den Jahreszahlen 1870 / 1871 streifenförmig neben der Säule die Namen der Orte, an denen das deutsche Heer Siege errang: 4 AUG. WEISSENB. / 6 AUG. WÖRTH / 6 AUG. SPICHEREN / 14 AUG. HERNY / 16 AUG. MARS LA TOUR / 18 AUG. GRAVELOTTE / 20 AUG. BEAUMONT / 1 SEPT. SEDAN / 1 SEPT. NOISSEVILLE / 11 OCT. 5 DEC. ORLEANS / 28 S. STRASBURG / 27 OCT. METZ / 27 NOV. 23 DEC. AMIENS / 28 NOV. BEAUNE L. ROLANDE / 2 DEC. BAZOCHES L. HAUTES / 8 DEC. BEAUGENCY / 12 JAN. LE MANS / 15-17 JAN. MONTBELIARD / 19 JAN. ST. QUENTIN / 28 JAN. PARIS / 31 J. PONTARLIER / 10 MAI FRIEDE","Deutsch-Französischer Krieg (1870-1871)
Wilhelm I., Deutscher Kaiser
Frankfurter Friede (1871)
Friedensvertrag
Medaille
"
238513,2,1870,"Médaille Militaire,Medaille",X 4297,"Kriegsdenkmedaille für Kämpfer im Kriege 1870/1871, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), Königreich Preussen, König Wilhelm I. (1861-1888), 1871","Kullrich, Wilhelm; Medailleur
 ",,"2,9 cm","Höhe: 3,44 cm","14,3 g",Bronze,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 176, lfd. Nr. K 133",1871,"Medaille mit Öse und Ring. 
Vs: Umschrift zwischen Stabrand und Rand Innenfeld: Gott war mit uns Ihm sei die Ehre * 
Im Mittelfeld gekröntes W, darunter: Dem siegreichen / Heere . 
In einem von Strahlen umgebenen Eisernen Kreuz die Jahreszahlen 1870/1871 in einem Lorbeerkranz. 
Randschrift, geprägt: AUS EROBERTEM GESCHUETZ","Médaille Militaire
Medaille
"
238522,2,1870,"Westpreußen,Preußen,Vereinigung,Friedrich II.,König von Preußen,Wilhelm I.,Deutscher Kaiser,Medaille",X 4298,"Medaille auf die Hundertjahrfeier der Vereinigung Westpreußens mit dem Königreich Preußen in Marienburg 1872, Deutsches Kaiserreich, Provinz Preußen, Kaiser Wilhelm I. (1871-1888), 1872","Drentwett, Carl; Medailleur
 ",Medailleur,"4,11 cm",,"24,1 g",Zinn,,1872,"Vs: Stabrand 
Auf Lorbeer-und Eichenzweigen Medaillons mit den Köpfen König Friedrich II. ( FRIEDRICH DER GROSSE KÖNIG VON PREUSSEN 1772) nach rechts und Kaiser Wilhelm I. (WILHELM DER GLORREICHE DEUTSCHER KAISER 1872) nach links. Oben und unten auf einem Spruchband ERINNERUNG AN / DAS SAECULARFEST // IN MARIENBURG / 1872 
Unten am Rand: C. DRENTWETT FEC. 

Rs: Stabrand 
Der Wappenschild mit dem deutschen Reichsadler, umgeben von der Ordenskette und dem Stern des Schwarzen Adlerordens, die Kaiserkrone, das Zepter und das Schwert auf Hermelinmantel. Links und rechts davon Lorbeer- und Eichenzweig. Umher Spruchband mit GOTT / MIT / UNS und Verzierungen.","Westpreußen
Preußen
Vereinigung
Friedrich II., König von Preußen
Wilhelm I., Deutscher Kaiser
Medaille
"
238525,2,1870,"Wilhelm I.,Deutscher Kaiser,Berlin,Attentat,Medaille",X 4299,"Medaille zur Erinnerung an das Attentat auf Kaiser Wilhelm I. am 11. Mai 1878 in Berlin, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), 1878","Weigand, Emil; Medailleur, Vorder- und Rückseite
 ",,"3,06 cm",,15 g,Silber,"Tewes, Lothar / Bannicke, Elke: Eine außergewöhnliche Medaillendokumentation zur Erinnerung an das Attentat vom 2. Juni 1878 auf den Kaiser und König Wilhelm I., in: Orden und Ehrenzeichen. Das Magazin für Freunde der Phaleristik, Nr. 82, 2012, S. 302-308, S. 302-308","Berlin, 1878","Vs: Umschrift unter Stabrand: WILHELM DEUTSCHER KAISER 
Kopf des Kaisers nach rechts. 
Unten am Rand: E. WEIGAND F. 

Rs: Unter Stabrand oben offener Lorbeerkranz, unten gebunden. Im Feld: GOTT / SCHÜTZTE IHN / BEI DEM ATTENTAT / AM 11 MAI / 1878 . 
Unten am Rand: BERLIN","Wilhelm I., Deutscher Kaiser
Berlin
Attentat
Medaille
"
238535,2,1870,"Berliner Kongress,Medaille",X 4300,"Medaille auf den Berliner Kongreß vom 13.06.-13.07.1878, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), 1878","Weckwerth, Hermann; Medailleur
 ","Medailleur, Graphiker","3,91 cm",,"16,3 g",Zinn,,1878,"Vs: Stabrand. 
Die nach links sitzende Göttin des Friedens, in der rechten Hand einen Palmzweig, den linken Arm auf einen Schild mit der Aufschrift MIT / VEREIN / TER / KRAFT gestützt, umgeben von Medaillons mit den Porträts der teilnehmenden Bevollmächtigten des Kongresses: 
FÜRST / BISMARCK (Fürst Otto von Bismarck, Reichskanzler, Deutsches Reich) 
GRAF CORTI (Graf Lodovico Corti, Außenminister, Italien) 
FÜRST / GORTSCHAKFF (Fürst Alexander Michailowitsch Gortschakow, Außenminister, Russisches Kaiserreich) 
KARATH. EFENDI (Alexander Carathéodory Pascha, Osmanisches Reich) 
W. H. WADDINGTON (William Henry Waddington, Außenminister, Frankreich) 
GRAF ANDRASSSY (Graf Gyula Andrássy, Außenminister, Österreich-Ungarn) 
LORD BEACONSFIELD (Benjamin Disraeli, Earl of Beaconsfield, Premierminister, Großbritannien) 
Unter Bodenplatte Pax: H. WECKWERTH 

Rs: Efeugirlande zwischen Stabrand und Innenkreis. Im Innenkreis: ZUR ERINNERUNG / AN DEN CONGRESS / IN BERLIN / 13. JUNI - 13. JULI 1878. / - * - / MÖGE ER DEN / VÖLKERN DEN / ERSEHNTEN / FRIEDEN BRINGEN!","Berliner Kongress
Medaille
"
238549,2,1870,"Wilhelm I.,Deutscher Kaiser,Attentat,Medaille",X 4301,"Königliche Erinnerungsmedaille für die Helferinnen und Helfer bei der Überwindung der Folgen des Attentats vom 2. Juni 1878 auf den Kaiser und König Wilhelm I., Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1878 ","Kullrich, Wilhelm; Medailleur
 ",,"2,92 cm",,14 g,Silber,"Tewes, Lothar / Bannicke, Elke: Eine außergewöhnliche Medaillendokumentation zur Erinnerung an das Attentat vom 2. Juni 1878 auf den Kaiser und König Wilhelm I., in: Orden und Ehrenzeichen. Das Magazin für Freunde der Phaleristik, Nr. 82, 2012, S. 302-308, S. 302-308","Berlin, 1878","Vs: Stabrand 
W (versal) in Fraktur-Schrift, darüber die preußische Königskrone. 

Rs: Stabrand 
Unten gebundener, oben offener Kranz aus Eichenzweigen. In der Mitte, in Fraktur-Schrift: Erinnerung / 1878 .","Wilhelm I., Deutscher Kaiser
Attentat
Medaille
"
238553,2,1870,"Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Goldene Hochzeit,Medaille",X 4302,"Medaille auf die Goldene Hochzeit von Kaiser Wilhelm I. und Kaiserin Augusta am 11. Juni 1879, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1879 ","Weckwerth, Hermann; Medailleur
 ","Medailleur, Graphiker","3,07 cm",,"15,7 g",Silber,,1879,"Vs: Umschrift zwischen Stabrand und Innenkreis: WILHELM KAISER V. DEUTSCHLAND · AUGUSTA KAISERIN V. DEUTSCHLAND * 
Die Köpfe des Paares, der Kaiser mit Lorbeerkranz, die Kaiserin mit Diadem und Perlenkette, nebeneinander nach rechts. 
Am Rand des Innenkreises, unten: H. WECKWERTH F. 

Rs: Stabrand 
Im unten gebundenen, oben offenen Kranz aus Eichenzweigen Kaiserkrone über der Aufschrift ZUR / ERINNERUNG / AN DIE / GOLDENE HOCHZEIT / D. 11. JUNI / 1879.","Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Goldene Hochzeit
Medaille
"
238565,2,1870,"Goldene Hochzeit,Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Berlin/ Gewerbe-Ausstellung (1879),Löwe,Ludwig (Unternehmer),Medaille",X 4303,"Berliner Gewerbeausstellung 1879. Medaille auf die Goldene Hochzeit von Kaiser Wilhelm I. und Kaiserin Augusta am 11. Juni 1879, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1879  ","Weigand, Emil; Medailleur
 ",,"3,81 cm",,"24,9 g",Kupfer,"Ruffert, Lutz: Medaillen Berlin 1725 - 2009. Katalog mit Preisen, [Regenstauf] 2009, S. 17, lfd. Nr. 8794","Berlin, 1879","Vs: Umschrift unter Stabrand: WILHELM DEUTSCHER KAISER  AUGUSTA DEUTSCHE KAISERIN 
Die Köpfe des Kaiserpaares nebeneinander nach rechts, die Kaiserin mit Haarreif und Perlenkette. 
Unter dem Halsabschnitt des Kaisers: E. WEIGAND F. 

Rs: Umschrift zwischen Stabrand und Innenkreis: * GEPRÄGT AUF DER MÜNZMASCHINE VON LUDWIG LOEWE * BERLINER GEWERBE AUSSTELLUNG 
Aufschrift im Innenkreis: ZUR / ERINNERUNG / AN DIE / GOLDENE HOCHZEIT / DES ERLAUCHTEN / DEUTSCHEN KAISER-PAARES / 11 JUNI / 1879","Goldene Hochzeit
Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Berlin/ Gewerbe-Ausstellung (1879)
Löwe, Ludwig (Unternehmer)
Medaille
"
238569,2,1870,"Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Berlin/ Gewerbe-Ausstellung (1879),Medaille",X 4304,"Berliner Gewerbeausstellung 1879. Medaille auf die Goldene Hochzeit von Kaiser Wilhelm I. und Kaiserin Augusta am 11. Juni 1879, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1879  ",,,3 cm,,"11,6 g",Bronze,"Ruffert, Lutz: Medaillen Berlin 1725 - 2009. Katalog mit Preisen, [Regenstauf] 2009, S. 16-17, lfd.Nr. 8791",1879,"Vs: Umschrift zwischen Stabrand und Innenkreis: ERINNERUNG AN DIE GOLDENE HOCHZEIT DES DEUTSCHEN KAISERPAARES * 
Kaiser Wilhelm I. in Uniform und Kaiserin Augusta mit Diadem nebeneinander nach rechts. Neben dem Paar: 11. JUNI = 1879* . 
Auf dem Oberarm des Kaisers: G A [oder] C A 

Rs: Oben, unter dem Stabrand: BERLIN = 1879 
Ausstellungsgebäude mit Fahnen. 
Im Abschhnitt: GEWERBE / AUSSTELLUNG","Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Berlin/ Gewerbe-Ausstellung (1879)
Medaille
"
238575,2,1860,"Wilhelm I.,Deutscher Kaiser,Preis,Schütze,Medaille",X 4305,"Medaille für den besten Schützen, Königreich Preußen, König Wilhelm I. (1861-1888), o. J. (nach 1861)  ","Weigand, Emil; Medailleur
 ",,"4,02 cm",,"35,2 g",Bronze,,nach 1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG VON PREUSSEN 
Kopf des Königs nach rechts. 
Unten am Rand: E. WEIGAND FEC. 

Rs: Stabrand. 
Im unten gebundenen Eichenlaubkranz: DEM / BESTEN / SCHÜTZEN","Wilhelm I., Deutscher Kaiser
Preis
Schütze
Medaille
"
238584,2,1870,"Wilhelm I.,Deutscher Kaiser,Geburtstag,Medaille",X 4306,"Medaille auf den 82. Geburtstag Kaiser Wilhelm I. am 22.03.1879, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), 1879  ","Weckwerth, Hermann; Medailleur
 ","Medailleur, Graphiker","3,07 cm",,"14,3 g",Bronze,,1879,"Vs: Umschrift zwischen Stabrand und Innenkreis: WILHELM DEUTSCHER KAISER * 
Im Innenkreis Kopf Kaiser Wilhelm I. nach rechts. 
Unter dem Halsabschnitt: H. WECKWEHRTH. 

Rs: Im Innenkreis eines Kranzes aus Eichenlaub- und Lorbeerzweighen: ZUM / ANDENKEN / AN DIE / FESTFEIER /DES 82TEN / GEBURTSTAG'S / D. 22. MAERZ / 1879.","Wilhelm I., Deutscher Kaiser
Geburtstag
Medaille
"
238598,2,1880,"Kaiser,Wilhelm I.,Deutscher Kaiser,Friedrich,Wilhelm II.,Preußen,Wilhelm von,Medaille",X 4307,"Medaille ""Vier Kaiser"", Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), o. J. (1882-1888)  ",,,"3,04 cm",,"12,7 g",Bronze,,1882-1888,"Vs: Umschrift unter Stab- und Perlrand: HURRAH !!! = VIER KAISER 
Kopf Kaiser Wilhelm I. nach rechts. 

Rs: Unter Stab- und Perlrand in Vierpass die Köpfe, Namen und Geburtsdaten von: KAISER WILH. I. 22. MÄRZ 1797 ; KRONPRINZ FR. WILH. 18. OKT. 1831 ; PRINZ WILHELM 27. JAN. 1859 ; PRINZ FR. WILH. 6. MAI 1882 ; in der Mitte: HURRAH! / VIER / KAISER","Kaiser
Wilhelm I., Deutscher Kaiser
Friedrich, Deutscher Kaiser
Wilhelm II., Deutscher Kaiser
Preußen, Wilhelm von
Medaille
"
238618,2,1880,"Frankfurter Friede (1871),Wilhelm I.,Deutscher Kaiser,Deutsch-Französischer Krieg (1870-1871),Friedensvertrag,Medaille",X 4308,"Medaille auf die 10-Jahrfeier der Unterzeichnung des Frankfurter Friedens am 10.05.1881, Deutsches Kaiserreich, Kaiser Wilhelm I. (1871-1888), 1881 ",,,"3,94 cm",,"21,4 g",Silber,,1881,"Vs: Umschrift unter Stabrand: WILHELM I. KAISER = VON DEUTSCHLAND 
Das gekrönte Brustbbild des Kaisers in Uniform mit umgelegtem Hermelinmantel und Ordensschmuck, darunter der Pour le Merite, der Stern des Schwarzen Adlerordens und der Königliche Hausorden von Hohenzollern (Krönungsornat). 

Rs: Stabrand 
In einem Kreis von zwei unten gebundenen Lorbeerzweigen ZUR / ERINNERUNG / AN DIE / 10. JÄHRIGE / GEDENKFEIER / DES / FRANKFURTER / FRIEDENS / D. 8 - 10 MAI / 1881","Frankfurter Friede (1871)
Wilhelm I., Deutscher Kaiser
Deutsch-Französischer Krieg (1870-1871)
Friedensvertrag
Medaille
"
240072,2,1860,"Medaillon,Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Geschenk,Medaille",X 4309,"Geschenkmedaillon mit dem Doppelportrait König Wilhelm I. und Königin Augusta, Königreich Preußen, König Wilhelm I. (1861-1888), o. J. (1869)",,,,"Höhe: 2,79 cm,  Breite: 1,92 cm","4,6 g",Silber,"Orden, Geschichtliche Sammlungsstücke aus aller Welt (einschl. Deutschland bis 1918), Hermann Historica München, Auktion 48, München 19. - 23. April 2005, Vgl.: Los Nr. 5634",1869?,"Medaillon in hochovaler Form mit angelöteter Öse. 
Vs: Stabrand 
Die Köpfe des Königspaares nebeneinander nach rechts, die Königin mit Haarreif und Perlenkette. 

Rs: Stabrand 
Legierte Chiffre WA unter der preußischen Königskrone.","Medaillon
Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Geschenk
Medaille
"
240077,2,1880,"Wilhelm I.,Deutscher Kaiser,Friedrich Wilhelm III.,König von Preußen,Breslau,Pferderennen,Verein,Jubiläum,Medaille",X 4310,"Medaille zum 50-jährigen Bestehen des Schlesischen (Pferde)Rennvereins zu Breslau, Deutsches Kaiserreich, Provinz Schlesien, Kaiser Wilhelm I. (1871-1888), 1882","Weigand, Emil; Medailleur
Kullrich, Wilhelm; Medailleur, u. Entwerfer
 ",,"5,05 cm",,"58,9 g",Silber,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 162, lfd. Nr. K 104",1882,"Vs: Stabrand 
Die Köpfe Kaiser Wilhelm I. und König Friedrich Wilhelm III. nebeneinander nach links, daneben die Jahreszahlen 1882 und 1832 in Bogenschrift. 
In der Hohlkehle unten: E. WEIGAND SC. 

Rs: Stabrand 
Die nach links sitzende Silesia hält in ihrer erhobenen rechten Hand einen Kranz und mit ihrer Linken einen Schild mit dem schlesischen Wappen. Im Hintergrund eine Stadtansicht von Breslau und ein Pferderennen. 
Im Abschnitt: 16. SEPT. 1832 
Unter der Abschnittsleiste: W. KULLRICH","Wilhelm I., Deutscher Kaiser
Friedrich Wilhelm III., König von Preußen
Breslau
Pferderennen
Verein
Jubiläum
Medaille
"
240106,2,1880,"Schießen,Wettbewerb,Mitteldeutschland,Berlin,Brandenburg,Medaille",X 4311,"Medaille auf das VII. Mitteldeutsche und VII. Brandenburger Bundesschießen 1882 in Berlin, Deutsches Kaiserreich, Mark Brandenburg, Berlin, Kaiser Wilhelm I. (1871-1888), 1882","Schultz, Otto
 ","Medailleur, Stempelschneider","3,43 cm","Höhe: 3,98 cm","13,3 g",Silber,,1882,"Vs: Umschrift unter Stabrand: WILHELM DEUTSCHER KAISER 
Kopf des Kaisers nach rechts. 
Im Halsabschnitt: SCHULTZ F. 
In der Hohlkehle, unten: LEMCKE D. 

Rs: Umschrift zwischen Stabrand und Innenkreis: VII. MITTELDEUTSCHES U. VII. BRANDENB. BUNDESSCHIESSEN * BERLIN 1882 * 
Im Innenkreis in Dreipass das Reichswappen, das Wappen des Königreichs Preußen und das Berliner Wappen. 
Oben Öse","Schießen
Wettbewerb
Mitteldeutschland
Berlin
Brandenburg
Medaille
"
240220,2,1900,"Germania (Personifikation),Elsass,Lothringen,AWES-Münze Berlin,Verband der Kriegsfreiwilligen von 1870 - 1871,Medaille",X 4312,"Medaille für Kriegsfreiwillige 1870/71, Deutsches Kaiserreich, Wilhelm II. (1888-1918), 1905 ","Wolff, Moritz; Medailleur
 ","Bildhauer, Medailleur",5 cm,,"53,4 g",Bronze,,Berlin 1905,"Vs: Stabrand 
Bekrönte und gerüstete, auf einem Thron sitzende Germania mit Langzepter in der rechten Hand. Links von ihr Alsatia (Elsass) mit Mauerkrone, die sich mit der Rechten auf eine Harfe stützt und rechts Lotharingia (Lothringen) mit Mauerkrone, Schild und Schwert. 
Unterhalb des Sockels: 1905 [Stiftungsdatum ?] 
Unten am Rand: MOD. A. M. WOLFF. FEC. WERNER SÖHNE. BERLIN 

Rs: Stabrand. 
Widmung im Dreiviertelkreis aus zwei Eichenzweigen: VERBAND / DER / KRIEGS-FREIWILLIGEN / VON / 1870-71 
Unten am Rand: AUS EROBERTEM GESCHÜTZ","Germania (Personifikation)
Elsass
Lothringen
AWES-Münze Berlin
Verband der Kriegsfreiwilligen von 1870 - 1871
Medaille
"
240230,2,1880,"Wilhelm I.,Deutscher Kaiser,Lüderitzbucht,Protektorat,Medaille",X 4313,"Medaille auf die Verkündung des Deutschen Protektorates über Angra Pequena (Lüderitz Land) und die Entfaltung der Flagge 1884, Deutsches Kaiserreich, Kaiser  Wilhelm I. (1871-1888), 1884","Ludwig Christoph Lauer (Münzprägeanstalt)
 ",,"4,04 cm",,"32,3 g",Bronze,,"Nürnberg, 1884","Vs: Doppelzeilige Umschrift unter Stabrand: VERKÜNDUNG DES DEUTSCHEN PROTECTORATS DURCH DR: NACHTIGALL & ENTFALTUNG DER / DEUTSCHEN FLAGGE = AM 5. JULI 1884 
Brustbild Kaiser Wilhelm I. in Uniform nach rechts. 
Rechts unten am Rand: LAUER 

Rs: Perlrand 
Zweizeilige Aufschrift oben: LÜDERITZ-LAND / ANGRA-PEQUENA 
In der Bucht von Angra Pequena ankerndes, über die Toppen geflaggtes Segelschiff beim Salutfeuern. Am Festland, im bergigen Gelände, zwei Fahnenmasten mit wehenden Flaggen und ein Kreuz. Am Horizont aufgegende Sonne und leichte Wolkenbildung.","Wilhelm I., Deutscher Kaiser
Lüderitzbucht
Protektorat
Medaille
"
240254,2,1880,"Wilhelm I.,Deutscher Kaiser,Thronbesteigung,Jubiläum,König,Medaille",X 4314,"Medaille auf die 25-Jahrfeier der Thronbesteigung König Wilhelm I. von Preußen 1886, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1886","Ludwig Christoph Lauer (Münzprägeanstalt)
 ",,"3,35 cm","Höhe: 3,83 cm","19,2 g",Bronze,,"Nürnberg, 1886","Vs: Umschrift zwischen Stab-Perlrand und Perlrand: WILHELM · DEUTSCHER · KAISER · KÖNIG · V: PREUSSEN * 
Belorbeerter Kopf des Kaisers und Königs nach links. 
Unten am Perlrand: LAUER NURNBG. 

Rs: Umschrift zwischen Stab-Perlrand und Perlrand: ZUR 25 JÄHR. JUBELFEIER DER THRONBESTEIGUNG * 
Aufschrift im Lorbeerkranz: 2. JAN. / 1861 / -- · -- / 2. JAN. 1886 
Oben: Öse","Wilhelm I., Deutscher Kaiser
Thronbesteigung
Jubiläum
König
Medaille
"
240264,2,1880,"Friedrich II.,König von Preußen,Todestag,Jubiläum,Medaille",X 4315,"Medaille auf den 100-jährigen Todestag König Friedrich II. von Preußen 1886, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm I. (1871-1888), 1886","Ludwig Christoph Lauer (Münzprägeanstalt)
 ",,"3,04 cm","Höhe: 3,51 cm","15,5 g",Bronze,,"Nürnberg, 1886","Vs: Vs: Umschrift zwischen Stab-Perlrand und Perlrand: FRIEDRICH DER GROSSE, KÖNIG VON PREUSSEN * 
Brustild des Königs mit Hut und Uniform, daran Stern des Schwarzen Adlerordens, nach rechts. 

Rs: Umschrift zwischen Stab-Perlrand und Lorbeerkranz: ZUR ERINNERUNG AN DIE 100 JÄHRIGE FEIER * 
Aufschrift im Lorbeerkranz: GEB. / AM 24. JAN. / 1712 / GEST. / AM 17. AUG. / 1786 
Unten am Perlrand: LAUER NURNBG. 
Oben: Öse","Friedrich II., König von Preußen
Todestag
Jubiläum
Medaille
"
240272,2,1880,"Friedrich II.,König von Preußen,Wilhelm I.,Deutscher Kaiser,Kunstausstellung,Berlin,Jubiläum,Medaille",X 4316,"Medaille zur Jubiläumsausstellung 100 Jahre Kunstausstellung in Berlin 1886, Deutsches Kaiserreich, Königreich Preußen, Berlin, Kaiser Wilhelm I. (1871-1888), 1886","Schultz, Otto; Stempelschneider
Uhlmann, Waldemar; Entwerfer
 ","Medailleur, Bildhauer","4,77 cm",,"110,4 g","Silber, geprägt",,"Berlin, 1886","Vs: Umschrift unter Stab- und Perlrand: ERSTE KUNST-AUSTELLUNG BERLIN 1786 
Brustbild König Friedrich II. von Preußen nach links, in Uniform mit Stern vom Schwarzen Adlerorden, Ordensband und umgelegtem Hermelinmantel. 
Im Armabschnitt: W. U.  G. LOOS D.  O. S. 

Rs: Umschrift unter Stab- und Perlrand: JUBILÄUMS KUNST-AUSTELLUNG BERLIN 1886 
Brustbild Kaiser Wilhelm I. nach rechts, in Uniform mit Stern vom Schwarzen Adlerorden und umgelegtem Hermelinmantel. 
Im Armabschnitt: W. U.  G. LOOS D.  O. S.","Friedrich II., König von Preußen
Wilhelm I., Deutscher Kaiser
Kunstausstellung
Berlin
Jubiläum
Medaille
"
