id,keywords,year,_labels,_logos,_mAdditionalNotes,_mAdditionalKeywords,_mNotesIntent,_mSigned,_mAdditionalTheme,_mNotesImageAndText,_mText,_mShow,_mTitle,_mStrategy,_mCulturalContext,_mTone,_mConcern,_mLetteringStyle,_mContains,_mMade
100D3200_DSC_0552,"civil rights,resistance,assertive,demand",,"yellow, text, font, sign, signage",,,"rights,resist,human",,,,,Civil Rights are our Birth Right!,,Civil Rights (backside to I see I listen I vote),demand,famous protest slogan,assertive,"civil rights, resistance",hand-written,text,paint
100D3200_DSC_0553,"hate,love,trump,assertive,demand",,"red, text, font",,,"make america great again, campaign slogan ",,,,,make america love again,,Love Again,demand,things trump said,assertive,"hate, love, trump",hand-written,text,"marker, tinsel"
100D3200_DSC_0554,"feminism,women's rights,resistance,assertive,solidarity",,"red, text, font, advertising, banner",,,"female,equality,future,garland,decoration",,,,,"I'm Here for Her Future! The Future is Female!!!",garland (hearts),Here For Her Future,solidarity,famous protest slogan,assertive,"feminism, women's rights, resistance","block, hand-written",text,marker
100D3200_DSC_0555,"black lives matter,climate,islam,lgbtq,love,race,religion,science,assertive,demand",,"text, font, drawing, design, writing",,,"activism,hashtag,nature,blm,queer",,,,,Freedom Equality Respect Truth / #LGBTQ #Love Wins #BlackLivesMatter Climate Change is Real,"plant/seedling, star and crescent, star of david, cross, om, atom (atheist symbol)",Freedom Equality Respect Truth,demand,"internet, famous protest slogan",assertive,"black lives matter, climate, islam, lgbtq, love, race, religion, science","block, hand-written","text, illustration","marker, crayola"
100D3200_DSC_0556,"feminism,gender equality,race,assertive,indignation,call to action",,"red, pink, text, font, handwriting",,,"sexism,racism,second-wave feminism,intersectionality,steinem",,,,,"""Sexism is always made worse by Racism & vice-versa"" -Gloria Steinham (Steinem)",,Made Worse by Racism (backside to Our Liberation is),call to action,historic reference,"assertive, indignation","feminism, gender equality, race",hand-written,text,marker
100D3200_DSC_0557,"feminism,lgbtq,race,resistance,assertive,solidarity",,"red, pink, text, handwriting, font",,,"revolution,queer,trans,lgbtq,race",,,,,Our Liberation is... *Intersectional *Intergenerational *Queer + Trans Inclusive,,Our Liberation Is (front to Made Worse by Racism),solidarity,"internet, famous protest slogan",assertive,"feminism, lgbtq, race, resistance",hand-written,text,marker
100D3200_DSC_0558,"trump,resistance,assertive,complaint",,"pink, text, font, wall, art",,,,,,,,not my president,,"No, not mine",complaint,internet,assertive,"trump, resistance","block, hand-written",text,marker
100D3200_DSC_0559,"reproductive rights,women's rights,assertive,demand",,"text, font, blackboard, purple, chalk",,,,,,,,girls just wanna have fun-damental rights,,"Fun, fun, fun",demand,pop culture,assertive,"reproductive rights, women's rights","cursive, hand-written",text,paint
100D3200_DSC_0560,"feminism,reproductive rights,women's rights,resistance,assertive,demand,solidarity",,"text, art, purple, poster, font",,,"grab them by the pussy, pussy grabs back",,,,,"women's rights not up for grabs",rosie the riveter,My Rights Will Not Be Grabbed,"demand, solidarity",things trump said,assertive,"feminism, reproductive rights, women's rights, resistance","block, decorative","text, drawing","print, letters, sticker letters"
100D3200_DSC_0561,"trump,bannon,assertive,demand",,"red, text, font, sign, signage",,,,,,,,Bannon out! Now!,,Out with Bannon,demand,other,assertive,"trump, bannon",block,text,paint
100D3200_DSC_0562,"trump,assertive,insults,complaint",,"red, pink, text, font, magenta",,,,,,,,trumpster fire,,Dumpster Fire,complaint,pun,"assertive, insults",trump,"block, hand-written",text,drawing
100D3200_DSC_0563,"feminism,meta,loving,encouragement",,"text, font, calligraphy, art, sign",,,"feminism,president,election,children",,,,,A Madam President Marches Today,,A Madam President Marches Today,encouragement,,"meta, loving",feminism,"block, hand-written",text,marker
100D3200_DSC_0564,"lgbtq,love,assertive,loving,demand",,"green, text, font, grass, logo, brand, graphic design, graphics, symbol, number",,,"love,queer,equality",,,,,Love is Love.,,Love is Love.,demand,famous protest slogan,"assertive, loving","lgbtq, love",block,text,marker
100D3200_DSC_0565,"women's rights,loving,solidarity",,"blue, text, handwriting, purple, font",,,"violence,assault,rape,survivors",,,,,We believe & trust survivors,,Believe and Trust Survivors,solidarity,internet,loving,"women's rights",hand-written,text,marker
100D3200_DSC_0566,"black lives matter,feminism,immigration,lgbtq,love,race,women's rights,assertive,demand,solidarity",,"green, text, font, grass, handwriting, area, sign, calligraphy, writing",,,"pan-activism,intersectional,love,blm,maga",,,maga,,"Love is Love Black Lives Matter Climate Change is Real Immigrants Make America Great Women's Rights = Human Rights",,Love is Love BLM Climate Change...,"demand, solidarity","things trump said, famous protest slogan",assertive,"black lives matter, feminism, immigration, lgbtq, love, race, women's rights",block,text,marker
100D3200_DSC_0567,"resistance,assertive,call to action",,"text, advertising, poster, font, signage",,,,,,,,you the people have the power to make this life free and beautiful,"hands, squares",Free and Beaitufl,call to action,"c. chaplin, quote",assertive,resistance,"block, hand-written","text, illustration",marker
100D3200_DSC_0568,"reproductive rights,women's rights,trump,assertive,demand",,"blue, handwriting, text, purple, font",,,"grab them by the pussy, pussy grabs back",,,,,our rights are not up for grabs and neither are we,gender sign,"We Aren't Up For Grabs",demand,things trump said,assertive,"reproductive rights, women's rights, trump",hand-written,"text, illustration",marker
100D3200_DSC_0569,"love,loving,solidarity",,"pink, red, text, font, magenta",,,"love,nontraditional signs",,,,,LOVE,text is whole sign,Love (pink),solidarity,,loving,love,block,text,"marker, cut out"
100D3200_DSC_0570,"hillary clinton,women's rights,assertive,demand",,"text, font, calligraphy, number",,,,,,,,"Women's rights are human rights",,Rights are Rights,demand,"hillary, quote",assertive,"hillary clinton, women's rights",sans serif,text,paint
100D3200_DSC_0571,"hillary clinton,reproductive rights,women's rights,assertive,demand",,"text, font, sign, signage, banner",,,,,,,,"Women's rights are human rights",gender sign,"Rights, Rights, Rights",demand,"famous protest slogan, hillary, quote",assertive,"hillary clinton, reproductive rights, women's rights",hand-written,"text, illustration",marker
100D3200_DSC_0572,"trump,rage,complaint",,"text, handwriting, font, writing, angle",,,,,,,,a lie told repeatedly is still a lie,,A Lie is Always a Lie,complaint,other,rage,trump,hand-written,text,marker
100D3200_DSC_0573,"hate,history,love,reproductive rights,women's rights,trump,assertive,demand",,"green, text, yellow, font, poster",,,"gadsden flag, don't tread on me",,,,,"don't tread on my uterus, love trumps hate","uterus, snake","Don't tread on my utuerus ",demand,historic reference,assertive,"hate, history, love, reproductive rights, women's rights, trump","block, hand-written","text, illustration","drawing, marker"
100D3200_DSC_0574,"hate,love,trump,assertive,demand",,"red, pink, text, font, magenta",,,,,,,,love trumps hate,,Trumps ,demand,famous protest slogan,assertive,"hate, love, trump",hand-written,text,crayola
100D3200_DSC_0575,"reproductive rights,women's rights,assertive,complaint",,"red, pink, text, font, magenta, handwriting, sign, banner, area, calligraphy",,,,,,,,"our rights aren't up for grabs + neither are we!",,Keep your hands to yourself,complaint,other,assertive,"reproductive rights, women's rights",hand-written,text,crayola
100D3200_DSC_0576,"reproductive rights,women's rights,assertive,humor,demand",,"red, poster, text, font, art",,,,,,,,not your dog i have rights,dog,Not your Dog,demand,other,"assertive, humor","reproductive rights, women's rights","block, hand-written","text, illustration","print, marker"
100D3200_DSC_0577,"hate,trump,assertive,rage,indignation,demand,complaint",,"text, font, handwriting, writing, whiteboard",,,"period, bleeding, hate, heart, wherever ",,,,,"I am not bleeding from anywhere, except my heart, because of your HATE",text,your HATE,"demand, complaint",things trump said,"assertive, rage, indignation","hate, trump",hand-written,text,marker
100D3200_DSC_0579,"race,resistance,assertive,indignation,call to action",,"text, font, pattern",,,"race,white complacency,activism",,,,,White Silence equals White Consent,,White Silence Equals,call to action,famous protest slogan,"assertive, indignation","race, resistance",block,text,marker
100D3200_DSC_0580,"gender equality,lgbtq,resistance,assertive,demand",,"text, art, font, modern art, calligraphy",,,red white and blue,,,,,speak up listen amplify marginalized voices,,Amplify,demand,other,assertive,"gender equality, lgbtq, resistance","block, hand-written",text,paint
100D3200_DSC_0581,"resistance,assertive,solidarity",,"blue, text, font, sign, handwriting",,,,,,,,this us our f**king country! we stand united,,Our COUNTRY,solidarity,famous protest slogan,assertive,resistance,hand-written,text,marker
100D3200_DSC_0582,"gender equality,immigration,love,science,women's rights,assertive,loving,demand,encouragement,solidarity,call to action",,"text, sign, font, signage, banner",,,"love, kind, illegal, science",,,,,"Women's rights are human rights no human is illegal SCIENCE IS REAL Love is Love be kind","heart, peace sign ",Love is Love,"demand, encouragement, solidarity, call to action",famous protest slogan,"assertive, loving","gender equality, immigration, love, science, women's rights","block, decorative, hand-written","text, drawing",marker
100D3200_DSC_0583,"climate,environment,science,assertive,demand,complaint",,"text, font, whiteboard, design, drawing",,,,,,,,"denying climate change doesn't stop it from happening!, #science",,"Don't Deny ","demand, complaint",other,assertive,"climate, environment, science","block, cursive, hand-written",text,drawing
100D3200_DSC_0584,"reproductive rights,women's rights,trump,assertive,demand",,"text, font, design, area, line",,,,,,,,keep your tiny hands off our rights,"flowers, vines",Tiny Hands Off,demand,other,assertive,"reproductive rights, women's rights, trump","block, cursive, decorative, hand-written","text, drawing",marker
100D3200_DSC_0585,"reproductive rights,women's rights,assertive,demand",,"blue, yellow, text, font, art",,,,,,,,my body my choice,yellow heart,My choice,demand,famous protest slogan,assertive,"reproductive rights, women's rights","block, hand-written","text, illustration",paint
100D3200_DSC_0586,"trump,insults,complaint",,"text, font, poster, sign, signage",,,,,,,,super callus fascist racist extra bragadocious,,A New Word,complaint,"pop culture, mary poppins",insults,trump,hand-written,text,marker
100D3200_DSC_0587,"feminism,women's rights,resistance,assertive,complaint,solidarity,call to action",,"font, sign",,,,,,,,"woman's place is the revolution",,Revolution,"complaint, solidarity, call to action",pop culture,assertive,"feminism, women's rights, resistance",sans serif,text,"print, rope"
100D3200_DSC_0588,"resistance,assertive,demand",,"purple, pink, text, font, product",,,"feminism,lipstick,opportunity",,,,,Equality / More Opportunities for Women = More Opportunities for ALL,"lips, mustache",More Opportunities for Women,demand,famous protest slogan,assertive,resistance,"block, hand-written","text, illustration",marker
100D3200_DSC_0589,"history,resistance,humor,rage,complaint",,"text, font, sign, signage, poster",,,"lincoln,history,humor,satire",,,,,"""Come on people...Seriously?"" Abe Lincoln",,"""Seriously?"" - Abe Lincoln",complaint,historic reference,"humor, rage","history, resistance","block, hand-written",text,marker
100D3200_DSC_0590,"election,assertive,solidarity",,"text, font, purple, sign, signage",,,,,,,,did you remember to turn your clocks back 200 years?,,Did you fix your clock?,solidarity,other,assertive,election,"block, hand-written",text,marker
