id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1759-15,1759,"Flugschrift,Brief,Frankreich,Großbritannien,Marine",11,,"La Haye, 1759","Lettre D'Un Voyageur À Un De Ses Amis, Au Sujet Des Grands Préparatifs De La Marine De France.",6 Blatt,"Brief auf französischer Sprache über französische Flottenvorbereitungen; Wissen über britische Kenntnisnahme; Bericht über britische Reaktion am Hof und Parlament; Bezugnahme des Autors und Vorschläge zu weiteren Verfahren: Holland als möglichen Verbündeten, Kampfhandlungen auf britischen Boden austragen, flache Schiffe nutzen; Meinungsäußerungen über französische Taktik und Briten.",
KnF_1759-16,1759,"Flugschrift,Preußen,Panegyrik,Ruhm,Konfession",39,,1759,Accurates Portrait Friederichs des Grösten Königs in Preußen. Oder Beantwortung der Frage: Was der König in Preußen vor ein Herr sey?,40 Seiten,"Friedrich größter König der Welt; hat schon in der Jugend nur große Unternehmungen gewagt; bewährt gegen die Verführung durch der Hoheit und der Lüste; von hohem Geist; ist von Witz; urteilt stets richtig; fühlt in sich göttlichen Einfluss; weiß um die Kraft der christlichen Religion; ist von ungeschwächter Gottseligkeit; unterstützt durch Freigiebigkeit die Gelehrsamkeit; besiegt seine Leidenschaften; sieht der Gefahr heiter entgegen; erkennt den Wert seines Daseins; ist tapfer; vergießt Tränen über den Tod der Mutter; seine Taten machen ihn zum Wunder der Welt; möchte die ganze Welt glücklich machen; die Wahrheit erfüllt ihm Herz und Verstand; ist Kenner wahrer Verdienste; ist nicht geizig und ein guter Haushälter; möchten allen Menschen gefallen; hasst nicht; rächt sich durch Wohltaten; ist der Laster Feind; ist aufrichtig, übersieht die Fehler der Freunde; ist in der Freundschaft ein Orest.",
KnF_1759-17,1759,"Flugschrift,Russland,Preußen,Sachsen,Kriegsalltag,Schlacht,Dokumentenanhang",35,,"Dantzig, 1759",Briefe die gegenwärtigen Welt-Geschäffte betreffend.,36 Seiten,"Schreiben eines aus Teutschland zurückgekommenen Rußischen Reisenden an einen Offizier der Rußisch-Kayserlichen Armee. 
Kriegsverwüstungen in Brandenburg-Preußen; Von Zivilisten begangene Kriegshandlungen; Schlacht bei Zorndorf; preußische Verheerungen im Heiligen Reich; Geldschneiderei preußischer Offiziere; preußische Plünderung der Güter des Grafen Brühl; 
Königsberg, den 22. December 1758. Beylfolgende drey Abschriften von würklichen Original-Briefen werden durch ihren Inhalt alle Welt billig in Verwunderung setzen. Es erhellt aus selbigen die Absicht des Königs von Preußen, um sich aus Sachsen alles Schadenstandes wegen zu erholen, welcher etwa von Rußisch-Kayserlichen Trouppen allhier verursachet seyn sollte. ",
KnF_1759-2,1759,"Flugschrift,Schlacht,Kriegsbild,Frankreich,Preußen,Großbritannien,Gedicht",13,,1759,"Zwey Gespräche von der Rosbachischen und Mindenschen Schlacht zwischen einem Bürger, Bauern und Franzosen.",14 Seiten,"Gespräch zwischen Bauer, Bürger und Franzose zur Schlacht von Rossbach; Bauer berichtet über gefallene Franzosen auf dem Schlachtfeld; Franzose berichtet von der guten Kampftaktik der Preußen; Einfall der Husaren; französischen Befehlsgewalt hingegen uneinig; französische Truppen verlieren den Kampf;
Gespräch zwischen Bauer, Bürger und Franzose zur Schlacht von Minden; Franzose wird durch Bauer bewirtet; Bauer berichtet über Plünderungen und Brandschatzungen; Herzog Ferdinand von Braunschweig übernimmt Kommando; Seetransport Gefangener nach Amerika unter französischem Kommando; Franzosen in Petershagen besiegt; Duc de Broglie flieht; Angriff auf die Gendarmes. ",
KnF_1759-3,1759,"Flugschrift,Gedicht,Preußen,Schlacht,Ruhm,Panegyrik",15,,"Berlin: Rüdiger, 1759",Friederich der Große in dem Feldzuge 1758. besungen von D. A. R.,16 Seiten,"Belagerung von Olmütz muss aufgegeben werden; preußische Truppen ziehen Richtung Sachsen zurück; österreichische Truppen ziehen ebenfalls nach Dresden; Verfolgung bis Radeberg/Bauzen; österreichisches Heer besetzt Höhenzüge um Stolpen; Überfall von Hochkirch; Tod des Prinzen von Braunschweig (Alliierte Armee); Tod von Feldmarschall James Keith; Belagerung von Neiße; Friedrich II. zieht nach Hirschberg; österreichische Truppen fliehen aus Stolpen nach Troppau; Kampf um Dresden; Carl von Schmettau verwundet; Hadiks Truppen aus Torgau vertrieben; Jahresende, Bitte um Frieden. ",
KnF_1759-4,1759,"Flugschrift,Streitschrift,Preußen,Staatsschrift,Kriegsschuldfrage,Rechtsfrage,Geschichte als Argument",39,,"Wien, Prag: Trattner, [o. J.]","Anmerkungen über die von Anbeginn des gegenwärtigen Kriegs bis anhero in dem öffentlichen Druck gediehene Königl. Preußische Kriegs-Manifesten, Circularien und Memoires.",37 Seiten,"Klärung der Frage nach den Kriegsursachen; Vorwurf des Friedensbruchs an Preußen; Religion als Deckmantel für Vergrößerungsbegierde der protestantischen Fürsten; Aufreihung der Begründungen aus dem Preußischen Kriegsmanifest und den Mémoires; Zusammenfassung aller preußischen Widersprüche; Friedrich II. besorgt über die Freiheit der Reichsstände; Verbreitung unrichtiger Abschriften und Lästereien; ""preußische Erdichtungen"" über das militärisches Vorgehen; Zweifel über Kriegsbewegungen und Notwendigkeiten (Frage der Notwehr); Widersprüche und Selbstdarstellung Preußens als ""ungerechter Agressor""; Abhandlung über Reichsgesetzte und Landfriedensbruch; Konstitution über den Landfrieden und Exekutionsordnung; Vorteile durch Frankfurther Union; Dresdner Frieden und Kontributionszahlungen; Preußische Rechtfertigung des Friedensbruchs; Beweggründe für preußische Rüstungsvorbereitungen und Truppenvermehrungen; 4. Geheimartikel des Freundschafts-und Verteidigungstractates von Petersburg; Beispiele für Defensivbündnisse und Grenzstreitigkeiten (Schweden, Dänemark, Brandenburg); über preußische Schriftsteller und die Irreführung der Leser; die Österreichisch-Russische Allianz; Frage eines Waffenstillstands. ",
KnF_1759-5,1759,"Ludwigsburg,Wien,Regensburg,Flugschrift",19,,"Hamburg: Garms, 1759","Wahrhaftige und glaubwürdige Relation von dem großen und Pracht-vollen, solennen Sieges-Feste, so zu Ludwigsburg, im Würtemberger Lande, über den Rußischen Sieg bey Frankfurth an der Oder, gefeyret worden; nebst denen, sich bey diesem Sieges-Fest zugetragenen wunderbaren Begebenheiten; allen frommen Christen in Lehrreichen Anmerkungen und einem erbaulichen Liede mitgetheilet, und auf denen vornehmsten Straßen zu Wien und Regenspurg bey einem schönen Gemählde, wodurch alles mit dem Stecken recht deutlich erklähret werden konte, abgesungen von Franz Ludwig. Stelzfuß, Weltberühmten Bänkel-Sänger zu Ulm in Schwaben. Auf Verlangen vieler lieben Einwohner zu Hamburg nach einem correcten, und von dem Herrn Verfasser selbst revidirten, Exemplar nachgedruckt.",19 Seiten,"Auf Basis der offiziellen Relation des Württemberger Hofes zum Freudenfest anlässlich der russischen und österreichischen Truppen; die Relation wird vom Bänkelsänger Stelzenfuß mit spöttischen Kommentaren versehen; Parade herzoglicher Soldaten; Teilnahme des Hofes und Schilderung der aufwendigen Kleidung; Dankgottesdienst; Salut; festliche Tafel im Ludwigsburger Residenzschloss; abends Theater und weiteres Festmahl; Lied des Bänkelsängers: Kontrast zwischen dem auf dem Freudenfest offensichtlichen Wohlstand und den Folgen des Krieges für die Bevölkerung; durch Salut werden einige taub, bersten Fenster, es kommt zu Frühgeburten.",
KnF_1759-6_1,1759,"Flugschrift,Sachsen,Österreich,Preußen,Schlacht,Kriegsalltag,Soldatentum",7,,1759,"Ordentliches Diarium, Was bey der Von der Kayserl. Königl. und combinirten Reichs-Executions-Armee unternommenen Belagerung Der Königl. und Churfürstl. Sächßischen Residentz-Stadt Dreßden, Auch darauf erfolgten Capitulation und Uebergabe, von 22. Aug. biß zum 9. Sept. täglich vorgegangen.","4 Blatt, 4 Blatt","Tagebuchartiger Eintrag über die Ereignisse in der belagerten Residenzstadt Dresden;
Einfall der österreichischen Husaren in Neustadt; Wegnahme der Postkutschen; Sperrungen, Plünderungen, Kanonen- und Gewehrfeuer; Brandschatzungen; Gefangenenunterbringung; Verfolgung von Desserteuren;
Kapitulation; 10. September als Tag des Ausmarsches festgelegt; Regelungen und Vorgehensweisen den Truppenabzug betreffend; Transport Verwundeter; Nachrichten über Abmärsche und aufgebrochene Regimenter; Abreise der königlichen Herrschaften.",
KnF_1759-6_2,1759,Flugschrift,7,,,"Fortgesetztes Diarium, was nach der von der Keyserl. Königl. und combinirten Reichs-Executions-Armee geschehenen Eroberung und Besitznehmung Der Königl. und Churfl. Sächß. Residenz-Stadt Dreßden nebst beygefügten Capitulations-Puncten, von 14. bis 21. September 1759. vorgegangen.",,,
KnF_1759-7,1759,"Flugschrift,Pro Memoria,Staatsschrift,Reich,Großbritannien,Österreich,Konfession,Reichsverfassung,Dokumentenanhang",31,,[1759],"Pro Memoria der Chur-Braunschweigischen Comitial-Gesandtschaft, das Kaiserliche Commißions-Decret vom 5ten Febr. 1759 betreffend.",31 Seiten,"Maria Theresia droht Preußen; Klärung der Frage, ob ein Landfriedensbruch vorliegt; Absichten anderer Höfe (Frankreich); Verordnung der Wahl-Kapitulation im Falle eines Landfriedensbruchs; Behandlung der Acht-Angelegenheiten (gesetzwidrige Absichten);  unsachgemäßer Antrag der Wahl-Kapitulation; Kommissions-Decret und sein Hauptzweck; Nennung der Vorwürfe; Verfahren in den Acht-Angelegenheiten;  Conclusi Corporis Evangelicorum gegen Kommissions-Dekret; kaiserliche Anmaßungen; Grundsätze der evangelischen Freiheit (Befugnisse des Westfälischen Friedens); Acht-Erklärung durch Kaiser Ferdinand II. und seine Folgen; unerfüllbare Forderungen; Bitte um Rettung vor dem Ruin.  ",
KnF_1759-8,1759,"Flugschrift,Satire,Deutschland,Kriegsalltag,Theaterstück",11,,,Die Comödie ohne Tittel ein Nachspiel.,12 Seiten,"Figuren aus Goldonis Commedia dell’arte übertragen Überlebensstrategien im Krieg auf die Bühne; jeder spielt im Krieg mehrere Rollen; Flucht,  Lüge und  Dessertation als Überlebenschance; vorgelogene Eheversprechen zur Selbsterhaltung; Eigennutz gegen Hunger; Anwerbung von Frauen. ",
KnF_1759-9,1759,"Flugschrift,Deutschland,Theaterstück,Antike",63,,1759,Der Krieg der Götter : Ein Schauspiel von drey Aufzügen welches auf dem ietzigen Welttheater vorgestellet worden.,64 Seiten,"Kriegsschauplatz Deutschland; Beschreibung der Krankheitssymptome der Friedensgöttin; niemand kennt den Ursprung der Erkrankung, niemand Heilung; eine Welt voller Klatsch und Tratsch, Täuschungen, Blendungen und Verwirrungen; Grund, warum es dem Frieden so schlecht geht, ist der Österreichische Erbfolgekrieg und der Vertrag von Versailles (Mai 1756); Polnischer Thronfolgekrieg und Tod Karls VI.; Schlacht bei Lobositz; Falschheit entsteht durch Bestechung; Anmerkungen über die Lebensart der Frauen; deren Treulosigkeit, Ehebruch und eingegangene Zweckverbindungen; Schlachten bei Reichenberg und Prag; Hilfsversprechungen vom Versailler Hof an den Hof von Wien (24.000 Mann); frz. Heer rückt in Deutschland ein; Fabel ""Der Riese und die Fledermaus"" (Sinnbildlich für ein kleines Missverständnis, dass große Auswirkungen/Verderben auslösen kann; Strapazen, Seuchen und Intrigen überschatten die Zeit;eine Kriegstaktikist die geheime Anzettelungen von Missverständnissen; Unmengen von Kriegsopfern durch die Schlachten von Breslau, Kolin, Prag; der Krieg als Verlustmaschine an Geld und Leben; keine Aussicht auf Heilung der Friedensgöttin. ",
KnF_1760-1_1,1760,"Flugschrift,Friede,Großbritannien,Frankreich,Russland,Preußen,Österreich,Würde",0,"[Justi, Johann Heinrich Gottlob von]","Friedensnah, 1760",Wohlgemeynte Vorschläge eines die jetzigen unglücklichen Zeiten beseufzenden Menschenfreundes auf was vor Bedingungen die jetzo in Krieg befangenen Mächte zu einem dauerhaftigen und ihrem allerseitigen Interesse gemässen Frieden gelangen könnten. Zur Aufmunterung ganz Deutschlandes.,48 Seiten,"Zustand Deutschlands; über Hoffnung und Wahrscheinlichkeit eines nahen Friedens; Notwendigkeit eines dauerhaften Friedens; Vorschläge für Friedensbedingungen; Friedensbedingungen für Sachsen; Friedensbedingungen für Österreich; Friedensbedingungen für Preußen; über die Leichtigkeit, mit Russland Frieden zu schließen; über die Schwierigkeit, zwischen Frankreich und Großbritannien Frieden zu schließen; Vergütung des Schadens für Hannover, Braunschweig und Hessen.",
KnF_1760-1_2,1760,"Flugschrift,Kriegsalltag,Kriegsverlauf,Preußen,Österreich",0,[Wilhelm Johann Christian Gustav Casparson],"Wien und Berlin, 1760","Fortsetzung Der Sache Theresiens und Friederichs nach ihrer innern und wesentlichen Beschaffenheit, oder unpartheiische und freye Gedanken aus der Kriegskunst, Politik, und neuesten Geschichte über den gegenwärtigen Krieg und Zustand Europens, zum Besten dererjenigen, welche der Unwissenheit und Vorurtheilen entsagen wollen. Zweyter Theil.",16 Seiten,"Belagerung von Olmütz 1758; Krieg in Mähren; Krieg in Pommern; Bewegungen der russischen Armee; Krieg in Schlesien; Bewegungen, Märsche und Gegenmärsche, der verschiedenen Heere; Krieg in Sachsen; Krieg in Hannover und Hessen.",
KnF_1760-10,1760,"Flugschrift,Dokumentenanhang,Bündnissystem,Reich,Reichsverfassung,Österreich",17,"[Thurn und Taxis, Alexander Ferdinand von], [Justi, Johann Heinrich Gottlob von]","Regenspurg, 1760",Betrachtungen eines teutschen Publicisten über das Kayserliche allergnädigste Commißions-Decret an Eine Hochlöbliche allgemeine Reichs-Versammlung zu Regenspurg de dato 14 April 1760. eine abermalen anverlangende ergiebige Verwilligung von Römer-Monathen betreffend Dictatum Regenspurg den 15. April 1760. per Moguntinum.,18 Seiten,Propreußische Auseinandersetzung mit dem kaiserlichen Kommissionsdekret vom 14. April 1760; Kaiser und Reichshofrat verstoßen gegen die Verfassung des Reiches; Konvention von Westminster als Schutzbündnis; Kurfürstentum Hannover; alle Reichsstände weiche vom Münzfuß des Jahres 1736 ab; Kaiser bricht Reichsgesetze; Verhalten Frankreichs im Reich; Bruch des Landfriedens; Zurückweisung der im Dekret vermeldeten Kriegsmüdigkeit der preußischen Armee und Länder; die Forderung nach weiteren Zahlungen durch das Reich (Römermonate) beweist vielmehr die Erschöpfung der Gegner.,
KnF_1760-2,1760,"Flugschrift,Friede,Konfession,Rechtsfrage,Pro Memoria,Preußen,Sachsen,Österreich,Russland,Frankreich,Großbritannien,Schweden",43,,"Haag, 1760","Unpartheiische Gedancken, auf was Weise der unter denen höchsten und hohen kriegenden Theilen zu errichtende Friede auf das allersicherste geschlossen werden könte in einem Schreiben entworfen.",44 Seiten,"Frage der Konfessionszugehörigkeit; der Krieg kein Religionskrieg; Instrumentalisierung der Religion; Ursachen des Krieges; Österreichs Verhältnis zu Brandenburg-Preußen; hehre Beweggründe des Königs von Preußen für den Krieg; zunehmende Macht Preußens ein Kriegsgrund; Rolle Sachsens; Rolle Russlands; Rolle Schwedens; Kaiser und Reich im Krieg; Rolle Frankreichs; Rolle Großbritanniens; Feindschaft Württembergs gegen Hessen; für den Frieden nur das Zusammenwirken Großbritanniens, Preußens, Frankreichs und Österreichs notwendig; zum Frieden zwischen Preußen und Österreich; für den Frieden im Reich soll Preußen nicht stärker, Österreich aber schwächer werden; römische Königswürde für den Kurprinzen von Sachsen; Friede zwischen Russland und Preußen ohne Schwierigkeiten möglich; Preußen kann Schweden wegen des getanen Schadens belangen; mit Kaiser und Reich sei ein Friede schnell möglich; Frankreich soll sich an den österreichischen Niederlanden schadlos halten; Großbritannien wird seine Ansprüche durchsetzen; Hessen und Braunschweig sollen sich durch Geld oder Länder entschädigen lassen; Württenberg wir den Kurhut nicht erhalten können und soll deshalb Vorderösterreich bekommen.",
KnF_1760-3,1760,"Flugschrift,Streitschrift,Großbritannien,Österreich,Reichsverfassung,Rechtsfrage,Dokumentenanhang,Kriegsalltag",37,,1760,"Pro Memoria der Chur-Braunschweigischen Comitial-Gesandschaft, das Reichs-Hofraths-Conclusum vom 18ten Jul. und das Kaiserl. Hof-Decret vom 1ten August d. J. betreffend.",38 Seiten,"Beschwerde des Königs von Großbritannien über den Kaiser und den Reichshofrat; Untersuchung der Beschwerde Kurkölns über Großbritannien und Hannover; Durchzüge hannoverscher Truppen durch die Kurkölner Territorien Münster, Paderborn und Osnabrück; großbritannische Rechtfertigung;  ","Nr. 1. Veneris 18. Jul. 1760.; Nr. 2. Schreiben des Chur-Braunschweigischen Ministerii an des Reichs-Vice-Canzlers, Grafen von Colloredo, Exc. d. d. Hannover, den 12. Oct. 1755.; Nr. 3. Antwort des Reichs-Vice-Canzlers, Grafen von Colloredo, an das Chur-Braunschweigische Ministerium, d. d. Wien, den 4. Nov 1755.; Nr. 4. Schreiben des Geheimten Rath und Groß-Vogt von Steinberg an den Chur-Cöllnischen Groß-Canzler von Raesfeld. d. d. Hannover, den 16. Jan. 1756.; Nr. 5. Antwort des Chur-Cöllnischen Groß-Canzler von Raesfeld, an den Geheimten Rath und Groß-Vogt von Steinberg d. d. Bonn, den 27. Jan. 1756.; Nr. 6. Auszug eines Berichts des Amts Lauenförde an das Chur-Braunschweigische Ministerium d. d. Lauenförde, den 4. April 1756.; Nr. 7.; Nr. 8. Schreiben der Stift Münsterischen Geheimten Räthe an das Chur-Braunschweigische Ministerium vom 30. April 1757.; Nr. 9. Schreiben des Chur-Cöllnischen Hofraths-Collegii an das Chur-Braunschweigische Ministerium vom 9. May 1757.; Nr. 10. Schreiben des Chur-Braunschweigischen Ministerii an die Chur-Cöllnischen Regierungen zu Münster, Paderborn, Osnabrück und Arensperg, vom 21. April 1757.; Nr. 11.; Nr. 12.; Nr. 13."
